//  ======  СУЩЕСТВИТЕЛЬНЫЕ   ========

// существительные мужского рода
Юм a П пвл,ср,2л,ед,од,но,кр
Юн a П пвл,2л,мн,од,но,кр


Кй a ПРЕДК прш,ср,ед
Ку a ПРЕДК буд,3л,ед
Са a МС-ПРЕДК прш,ср,ед,вн
Сб a МС-ПРЕДК прш,ср,ед,дт
Св a МС-ПРЕДК прш,ср,ед,тв
Сг a МС-ПРЕДК прш,ср,ед,пр
Сд a МС-ПРЕДК прш,ср,ед,рд

Сн a МС-ПРЕДК буд,3л,ед,вн
Со a МС-ПРЕДК буд,3л,ед,дт
Сп a МС-ПРЕДК буд,3л,ед,тв
Ср a МС-ПРЕДК буд,3л,ед,пр
Сс a МС-ПРЕДК буд,3л,ед,рд

Ма a П сравн,прш,мр,ед
Мб a П сравн,прш,жр,ед
Мв a П сравн,прш,ср,ед
Мг a П сравн,прш,мн
Мд a П сравн,буд,1л,ед
Ме a П сравн,буд,2л,ед
Мж a П сравн,буд,3л,ед
Мз a П сравн,буд,1л,мн
Ми a П сравн,буд,2л,мн
Мй a П сравн,буд,3л,мн
Мк a Г сравн,инф
Мх a П сравн,пвл,2л,ед
Мч a П сравн,пвл,2л,мн
Мл a П сравн,пвл,1л,мн
Мю a Г сравн,дпр,нст
Мя a Г сравн,дпр,прш


// общие граммемы (словообразовательные)
Уа a * лок
// Уб a * 
// Ув a * 
// Уг a * 
// Уд a * 
Уе a * кач
Уж a * дфст
Уз a * дфст,орг
Уи a * дфст,лок
//Ук a * 
Ул a * св,пе
Ум a * св,нп
Ун a * нс,пе
Уо a * нс,нп
Уп a * св,нс,пе
Ур a * св,нс,нп


// для безличных глаголов
Ус a * нс
Ут a * св

Уф a * жарг
Ух a * опч
Уч a * жарг,опч
Уц a * орг,жарг
Уш a * лок,жарг

Ущ a * но,лок
Уь a * но,орг
Уы a * од,фам
Уъ a * но,дфст,лок
Уэ a * но,дфст,орг
Ую a * но,жарг
Уя a * но,опч,
Фа a * но,
Фб a * од,
Фв a * орг,жарг,но
Фг a * дфст,но
Фд a * дфст,од
Фж a * од,жарг
Фз a * имя,притяж
Фи a * притяж
Фк a * св,пе,разг
Фл a * св,нп,разг
Фн a * нс,пе,разг
Фо a * нс,нп,разг
Фп a * но,разг
Фр a * од,разг
Фс a * св,пе,жарг
Фт a * св,нп,жарг
Фу a * нс,пе,жарг
Фф a * нс,нп,жарг
Фх a * разг
Фц a * арх
Фч a * св,пе,арх
Фш a * св,нп,арх
Фщ a * нс,пе,арх
Фь a * нс,нп,арх
Фы a * но,арх
Фъ a * од,арх
Фэ a * нс,арх
Фю a * св,арх
Фя a * кач,арх
Фё a * но,од



яю F С мр,жр,ср,ед,им,рд,дт,вн,тв,пр
яя F С мр,жр,ср,,ед,мн,им,рд,дт,вн,тв,пр
